8.701499998569488525e-01 3.619663147970701624e-03 6.110053861097325336e-05
8.880999982357025146e-01 3.626341919942024841e-03 5.634361838940845886e-05
9.070000052452087402e-01 3.677610397466868006e-03 4.582138651326578396e-05
9.254499971866607666e-01 3.638169960025923466e-03 4.489704481831391668e-05
9.444000124931335449e-01 3.623970647777681117e-03 4.145596581561087273e-05
9.642499983310699463e-01 3.650524597398216876e-03 3.635241093830333768e-05
9.841500222682952881e-01 3.709027032759281989e-03 3.350672560120703577e-05
1.004949986934661865e+00 3.611694129597638105e-03 3.088978642606064751e-05
1.025849997997283936e+00 3.621421408808785970e-03 2.963720537910452885e-05
1.047649979591369629e+00 3.593440513047261621e-03 2.863144947015644454e-05
1.069499969482421875e+00 3.635949954736070883e-03 2.651300447609454224e-05
1.091799974441528320e+00 3.645620581168772419e-03 2.525114359586910515e-05
1.114600002765655518e+00 3.713352469450757407e-03 2.453758289665546556e-05
1.137399971485137939e+00 3.672595746575621489e-03 2.458309065033705465e-05
1.161150038242340088e+00 3.657924386118974799e-03 2.433239485439413918e-05
1.184949994087219238e+00 3.664517773942521130e-03 2.246447919722722130e-05
1.209650039672851562e+00 3.665529499134493555e-03 2.186649877201689659e-05
1.234400033950805664e+00 3.624020440766047291e-03 2.218852639602647726e-05
1.260600030422210693e+00 3.662164325596601634e-03 2.123946791102474676e-05
1.287249982357025146e+00 3.646075295767945649e-03 2.092139484622873645e-05
1.313950002193450928e+00 3.670997170301339065e-03 2.121125085995420912e-05
1.341549992561340332e+00 3.661032293293441445e-03 2.118568494898555535e-05
1.369249999523162842e+00 3.717444507437332908e-03 2.101527739083185298e-05
1.397849977016448975e+00 3.693320911382601702e-03 2.084699479999742696e-05
1.426950037479400635e+00 3.723593672930520636e-03 2.144961178474015769e-05
1.456550002098083496e+00 3.675347289810120162e-03 2.097996539998883583e-05
1.487050056457519531e+00 3.725272908734501235e-03 2.170633576205610317e-05
1.517650008201599121e+00 3.670913781785665759e-03 2.116176622812777013e-05
1.549650013446807861e+00 3.641911134648951991e-03 1.963436537159766757e-05
1.582149982452392578e+00 3.655504811997044648e-03 1.925295110971155568e-05
1.615149974822998047e+00 3.608919506162893646e-03 1.823184105605880477e-05
1.649550020694732666e+00 3.652039760873480260e-03 1.923966752835332597e-05
1.684000015258789062e+00 3.636400613532973260e-03 1.974457482825052310e-05
1.718900024890899658e+00 3.615079633579964744e-03 2.025513292969790408e-05
1.754299998283386230e+00 3.631417646868243931e-03 2.059737356820341261e-05
1.791149973869323730e+00 3.693403442559053257e-03 2.125429002304366356e-05
1.828550040721893311e+00 3.705527819093576078e-03 2.283085554910987608e-05
1.867299973964691162e+00 3.694422017825818669e-03 2.412814807786030688e-05
1.907100021839141846e+00 3.667538154601725654e-03 2.405976350756733789e-05
1.946399986743927002e+00 3.647133850120181167e-03 2.519864555967433586e-05
1.987150013446807861e+00 3.687151558500305955e-03 2.466097003075705496e-05
